uid,whisper_transcripts,gt_transcripts
5b4cb789-3aa4-4a44-aab9-85269cf9256a," And no, in the game it says, the dealer doesn't play."," no in the game it says the dealer doesn't play 
"
774fb2b7-15af-4028-bb0f-17725e2cfb7f, Huh?," huh 
"
c54ce018-7729-4a50-8aff-3e992277efe1, Right?," right 
"
4f8a02c7-768e-452d-83c5-c03606a324b9," Okay, you can deal yourself."," no yeah deal yourself bro 
"
48487c63-b66d-453f-9208-04051d558b76," Okay, you can deal with yourself."," okay you can deal yourself 
"
b1a3572b-a7cc-45f5-b186-328f90ec8be2, It's very distinct.," read the thing 
"
53af4956-f849-447f-b76c-68f314454448," When you were reading it, I did not say anything about that. If it does, I would drift with my dog."," and you were reading i it did not say anything about that if it does i will just split my deck 
"
9bdd33a3-dd12-490f-b044-292961036208, Are you sure?," are you sure 
"
5672f634-9f3b-41a5-bcdc-3e19285f6592," We're gonna play many rounds of it, it's fine."," we're gonna play many rounds of it it's fine 
"
6cd64da2-7cb1-45f7-8c04-a24bb30ea9d9," So we look at all of them, right?"," so we look at all of them right 
"
b625865d-0c2e-4eaa-b497-03e53b67b13c, Now I'm on my face after we...," no i don't think so do we 
"
858fd963-56df-4985-b99b-a10ea2686488," Yeah, you do."," yeah you do 
"
1c1804de-b0f3-4fc3-8f70-8088dd65a353, It's a wanger crown of the young man.," it's like falling of my head its like wearing a crown a tiara 
"
bbb91fe3-8257-4863-95d3-a340f5f2f4be," I can recommend one of the wrong ones for me, just like the half part round."," like i feel like i'm in like one of the romes where like you wear just like the half part crown 
"
c6af7e35-4b12-4f22-86cc-b1bf2ad3340f," Alright, can you see my cards?"," already can you see my cards 
"
e2f34d6c-e812-4499-90eb-a7a31b147def," Okay, the part the right to the person"," whose okay the the right the person uh-uh 
"
26392b5d-3e99-4a30-a373-c45638550d07, The Personal Bull.," two 
"
8e2b989d-7499-4d4c-ac60-be9bebda99f7, Oops," two 
"
6a7b8e8e-2e6e-4fd9-b6c9-46ef34907207, The person to the left.," the person to the left 
"
59bf1a52-e3f8-4b2f-af24-22d303c403c0, You layers to my love. Okay. So did I go bigger or do I go for the same?," he is to my left so do i go bigger or i go the same 
"
52f85ae4-eeea-4a19-8447-2ce2341c3554," That's me, I'm next."," that's me i'm next 
"
f230bc9a-e423-4abf-9a6c-62c71c776ddc, Okay.," okay 
"
961d7a20-b02b-420c-916f-0fe3a20cf342, What did you say?," what'd you say 
"
0f8fbac6-98a5-4a8d-8fd8-bf698af4d537, Okay.," two aces 
"
631f8e24-0600-4bb9-9d2b-90549036e40c, one two," one two 
"
2de23574-af2e-4867-b4a7-df18361e6e84, one previous," one three 
"
ce7b33bf-882a-4a66-9b09-1a85cdbc984e, Stay smooth.," one four 
"
c0713250-e5ff-4960-b793-3c81f9ee64af, Another four.," another four 
"
ab0abca3-81d0-42a9-b670-157f11269fd8, That's the entire video.," bs first of five 
"
a52ff707-d3e5-4329-bf92-cf23670b00d0," No, you can do the same number."," no you can do the same number 
"
80dcbae4-7ac3-4589-8d0a-ed99ddd8bf7c, same number.," the same 
"
b80bf8b7-561c-4407-984c-c4da699ef370, Pick up the cards.," pick up the cards 
"
41e3f5ec-99d0-4e9c-8f9b-08d581ca21b5, I ain't never played no game. I'll read the next one.," i ain't played 
"
ab679176-23eb-4765-9fec-9565ed3d847f, Foror?," four fucking four 
"
5ae8831a-c54a-48b2-9ee4-e99567b9b894," Oh, you're not gonna call, you're not gonna call B.F.?"," are you not gonna call you're not gonna call bs 
"
138ea95d-742f-4317-8e9f-fa07a2fb9d14," I'm on her cobble too, I'm like, oh, I'll see. I'm not gonna buy shit on that one."," i'm i'm gonna add call bullshit on that i'm not calling bullshit on that i'm not calling bullshit on that 
"
2afd57bf-44f6-4410-baf9-63c6a3f97567, Either way I win.," either way i win 
"
c7f3d0fb-c357-4201-8f11-158b755020a4," I know, I said, I had four four four three sixes and one seven. You had the whole of the day."," i know i said i have i had four four fours three sixes and one seven you had to hold the deck 
"
2be14138-187f-44c3-acbb-9b361914490b, Probably have to hold the desk to...," i really had to hold the deck that's uh 
"
9e544370-721b-4aca-8330-566117af460d, What time is it? I'm gonna get on time. Don't break that.," what time is it i'm i'm tired of being 
"
408ca5ac-056b-4c37-bb17-4226344e070c, What's on this?," what time is it 
"
0a55fd24-c96b-41e8-8a9c-4792713d381c, We probably could play Uno for a round or two and go back to it.," we probably could play uno for a round or two and go back to it 
"
498aa9db-fab0-4aa0-9b4a-3cf81adf6e02, I'm sorry that we are good at making everything.," i'm sorry that we are good 
"
6b051774-99b5-404a-a882-cc774f866422," I'm a new guy, thank you."," players over for a 
"
82280272-dd64-4bf8-bef3-e9d9c7dd3c5f, I want you to be very different from what I want.," oh we should be back it's almost done 
"
66504ac6-e429-4174-bec8-d7a3f73c4b1a," Really? We've been playing for an hour? Oh, he was supposed to want to... Wait, wait, wait, wait, but he was setting things up for a while."," really we've been playing for an hour wait wait wait but he was settings things up for a while 
"
c007ec36-195f-4769-8765-b81cbf769ca6," Thank you, right? I'll keep you back here a little bit later."," you right he'll be back here in a little bit later 
"
42c196c1-b638-4f99-ba2e-4ef760e27e9e," It's okay, let's play two more rounds and then we can return on and play Majou."," that's okay let's play two more rounds and then we can return them and play mahjong 
"
39b3ac5b-4ea8-47cd-b399-6e3d51c45180," I'm not sure if I can get a lot of fun. I want to go play with some of your games. It's fun, but Family Bonnington brought the work all the week."," mahjong or uno i know that's actually sounds fun right now i don't wanna go play some video games this is fun family bonding time before i have to work all week 
"
94e0bf81-5e61-4738-8555-58d490b8900e, I'm just not excited to study for the GRE.," bruh i'm justnot excited to study for the gre 
"
a2da9298-9499-42d0-b6a5-966f1256ee73, I'm not excited for my next week at all.," i'm not excited for my next week at all 
"
d7cc25f6-a3f5-4351-8548-cd3f14d2b667," I work fucking nine, tell them to spin."," i work fucking nine till eleven 
"
d2971199-b096-48b5-a4fc-23602efbd404," And I wanna get my nails done, but I don't wanna waste money."," and i wanna get my nails done but i don't wanna waste money 
"
60d44624-7e76-48ff-a652-8e5f5ceb511f, or see.," you're 
"
154cbb69-b87d-4cda-a6d8-f80edcadf440, and we'll see you then.," or see viv 
"
142b08dc-cbfc-499a-bfc6-05517c94fdfb, Why?," why 
"
dada92b3-3e1d-4677-9c01-b2eaf2522926, My nails are shitty," my nails are shitty 
"
d37ae0d2-a6da-4c97-97ca-5d57ca401982, What am I gonna do?," what am i gonna do 
"
df1674d9-3ae0-4da2-9639-97974947f34a, Hit your inhaler.," that your inhaler 
"
d790a62d-0395-4489-8014-e272f541b507, Yeah.," no 
"
ea57503d-84a1-4977-9370-bb2dc78d67f9, Yes.," yes 
"
03825f40-d7b1-4c6e-8a16-7ce63ad779b9, I hate that.," give me 
"
1710b0dc-90db-40c3-a9ef-d3e09ad2da0e, Are you mad?," are you mad 
"
a804e316-365b-4e98-b78d-29daf94c8835, You can't see all our cards in your cards already.," you know i can see all her cards and your cards right 
"
b8b6b4e5-9ef2-4aca-8ae7-7a3872d584a1, Stop it!," stop it 
"
a9b53b11-4f1a-4018-bb18-3e94aa8f3683, I'm gonna deal correctly. Stop!," deal correctly stop 
"
e6e8540a-c64d-40a8-85f5-39101254f163, Bye!," a asshole 
"
b4499eec-58da-41d7-82d8-070aef7f2c2b," Damn, I'm a thirty."," damn a three 
"
4b71a956-74de-4a4c-a065-ea69fa8a68e0, These days I'm tired..you think I'm outta the pocket shit so I won't it shut the ries," he's just upset cuz i called his bullshit so many times 
"
4bf8cf48-311a-438b-af37-839ac1ffdaab, I'm sorry y'all made me pick up a bunch of cards in the beginning.," i'm sorry y'all made me pick up a bunch of cards in the beginning 
"
44eafd7f-a20b-47e2-be1b-76672f97c6c7," I didn't do it, it was all him. I was just going along with the show. I didn't call bullshit that many times."," i didn't do it it was all him i was just going along with his show i didn't call bullshit that many times 
"
d12b2a4a-e51b-42b4-bd90-5edbc9159d30," I had a seven, I just put down the wrong one. That was like shit. When I saw that I was like, I'm out of size. Are you really sure?"," i had two sevens i had a seven i just put down the wrong one so i was like shit so when i saw it i was like ahhh this's seven 
"
e69cf0e7-e7bf-4a1b-b955-5b9351fcf0ae, You really should call bullshit. I was too tired of just sorting on my own cards to say anything.," you really should've called bullshit i was too tired of just sorting all my own cards just to say anything 
"
51333bad-0c5c-4239-b9b4-5d0d6c55df5e, I would be the one sorting cup. Where is it?," i wouldn't be the one sorting cards where is it 
"
4992b203-5f53-4364-8246-978e91fa1e32, Here's what.," where's what 
"
3c1cc496-a2f5-4d0d-9249-18d8561a4f0e, live in monster," the monster 
"
2a6bd529-1167-4566-8b48-b759a3f3a496, Hmm," hm 
"
bc8e53fd-1a01-45d3-9c18-afcab1c4c66f, and monster. It disappeared for a second. I was really confused.," the monster it disappeared for a second i was really confused 
"
0dabc974-b5bd-408d-8635-f54e4556e038, You keep doing that. I'm going to organize my card through.," you keep doing that i'm going i'mma organize my cards real quick 
"
88317903-8f56-4fd8-be5a-cdecf5b3fd68, the," knew you started on four 
"
c4b1a0a2-e4fb-4359-8ac1-22e1d822cc7f, you up by now.," yep i know 
"
15f6df99-bc54-453c-bf01-f3f1844af629, DACE," ace 
"
13f7c29e-1f35-4af4-9610-31ea1213eeeb, I'm sorry I grabbed the ace with that.," give me one second i'll grab the ace with that 
"
62232538-5f11-413a-a0aa-f4ab9744c951, We're not that...," i'm not an 
"
ed40baf4-0a33-4191-b62b-9ee8aa17df6b, I'm continuing to bring this in front of my plastic best.," asian my brain doesn't function that fast like this 
"
df8cb21f-c558-435b-94a1-06c4d40a20f3, You said ACE.," you said ace 
"
a6776920-8fa0-4c7b-a82f-dbd117956470, Not many.," how many 
"
6ce9dc6c-fda5-4f14-a64f-e8c3a2dc580c, Oh no.," uno 
"
26ff210a-c093-4ad7-b965-c5f302c08d9d, Bullshit.," bullshit 
"
ecbc2caa-bd3b-427d-b9b7-32b2b2de4832, the the," i'm sorry i'm so sorry 
"
2ee4f969-5f8a-4549-a34a-1b0ebbd0b855, Well done.," damn 
"
dddcd05c-dfb4-4b55-bf6c-cd1fb816b571, End," damn 
"
a7f2ed2a-efb5-4bfe-a67a-512f8d29fcc5, Thank you.," how'd you even 
"
c53b77ba-786c-43a4-b99e-42e05378266e, luck of the draw one soon," luck of the draw one two 
"
df2a206f-28c4-41f4-a678-45da1fabc37c, I'll see you on the two and I'll call it one for me.," i see your one two two and i'll call it one three 
"
bc746c80-b6e2-4c5e-867f-8a075a180674," One, four."," one four 
"
92840cef-1f2b-4362-8e32-9dd5679a07b3,," one five 
"
cf4aedd7-4505-49f8-b723-1340542eaad5, Thank you.," bullshit 
"
ae253a7d-5c71-4375-bc31-58724cc4e45e," Hmm, that's really truthful, thank you."," hm you guys are really truthful thank you 
"
87d90ad6-008e-4c81-97ac-8587f234b2db, Don't do sevens.," two sevens 
"
ce5a3f1e-db04-4b2e-9eae-b0923e79bc5a, Yeah.," two nines 
"
0bc0e5d1-d562-41d3-8bc3-b9e3a0c3705f, on ten.," one ten 
"
ccfa7350-c1b2-4f7c-a2ac-c3b4a7252ff0, bad night peaceful one one twoThese camera," fuck you guys all seen my cards mhm one check i'm upset he saw my cards how about that would've been a surprise 
"
5e938cdc-44c1-4a68-94db-f2829453d587, people!," hmm 
"
8834d6e4-bc06-4530-aa16-82049cfa3510," And, oh... charming. Working."," one point 
"
3c8d919d-9f33-49d5-b412-2c1bea9fc19a, Post it.," bullshit 
"
ab391908-48e2-435d-9cb9-526070ba530e, Clim!," fuck 
"
135a74c1-d45c-47c6-97fe-dab3736e5e9d, About practice?," fuck 
"
9841292c-7d90-41f3-9890-a2519fd8f634, one thing.," one king 
"
9a5e8a61-a29b-467d-9cf1-a9df6105f633," Oh shit, pick that out!"," bullshit pick that up 
"
44ad12e8-f665-4fec-af91-1183b0d9ec66, You pick it up.," you pick it up 
"
eabe38c5-06f8-4d13-9a90-34005588a148, My head's just stuck. I was only missing one.," dammit i was only missing one 
"
0c56ad6e-49ad-4552-88ae-9deeb8fe0d8d, Thanks for watching.," two 
"
2cdf69e2-ccb0-4684-8d38-b7cfd588f6ea, Thanks.," damn she got you 
"
dada1183-1c7e-4da0-9184-61330ee61fd1, She got the fuck outta you!," she got the fuck outta you 
"
7285f0f1-2717-4f1d-8e83-7b23057cefd3, Codes.," one s 
"
816feb3d-e1be-43f4-8a8c-ccb1d4a50b8f, I will see you in the next video.," you know what
"
ddeff73f-ee54-4bc9-a68e-4b4dd33d08c7, Check out my Instagram levi resources on Channel One.," yeah we got the 
"
4c16dd08-b891-4bd1-b419-4a84c4795a4d, With the arms within the board.," what time is it 
"
9693b389-1ea0-40ba-8fc5-077770342546, I'm missing a path.," i'm missing a tile 
"
1fb34b49-fc9e-4308-b62d-9a6a7e3040d3, Oh," i'm missing 
"
ab935b58-5e72-4220-97a7-334584b71d73, again," ten 
"
68ed8085-776b-4a65-a221-467d892578fd, Got it.," cut it 
"
e4450b4b-2268-4942-b798-726d57762935, very very very very," cut it cut it cut it cut it 
"
91b54aab-a953-4a4a-a4ef-436bfb526be9," No, you don't have to tell the best of all, I do like it."," no you ain't have to cut it that's why i do it like this 
"
b0da1283-85d3-4b10-862d-5adde7cc7460, That's weird.," that's weird 
"
0c6e4896-9281-45a6-8d09-8bd9d113a16e, You know what I want to cut it on this. Ta-da!," yeah if i don't wanna cut it i would just 
"
628bac8a-2e8d-4ba0-af8e-57571044cc42, Thanks for watching!," interesting 
"
9d191f9f-28a7-4949-bb45-96ab632788b3," Those are the research, right here."," looks like there's three sets 
"
0d5932f4-e60a-4d2e-ab23-5ceb50c5780b, The oh no they're all one set.," the oh no they're all one set 
"
f304b383-32f9-4acd-9bc7-2820a2a7fcc5," Yeah, they are all one for."," yeah they are all on one set 
"
2bf14b91-b7cd-4ccc-b21a-020b2c0aa3c3, and I'll hold on for a while.," the um 
"
758622be-9f91-407d-af5a-63f59e4ad9af," that instructions are right there, the yellow shirt."," the instructions are right there the yellow sheet 
"
8ae8e159-2682-477e-b8ce-d4f52b9d80f0, Nope," no 
"
8b9983bb-997c-4406-a89a-3daed5d4df4c, M. K.," oh it's my turn 
"
15935164-8039-4d82-81e8-699fb549465c, beep," yep 
"
b493490e-31f8-4f6e-8ed9-253d5e35fce4, Too Asians.," there must be a lot of crack in there two ace 
"
0d58ff24-663c-4236-b267-86822f86aa9d, Bullshit.," bullshit 
"
b3038190-9636-4740-b97b-eec77ff7d8da, You can't watch it on yet.," he called bullshit on you 
"
ca26c432-0e7c-4746-8429-f60076e716a4," Oh, I'm not moving. You see me moving?"," oh i'm not moving you see me moving 
"
2a22526a-75ff-407f-853e-27b5037a8069, Give me one second. I'll pick up those aces. I want those aces anyways. I didn't have any. Thank you," well give me one second i'll pick up those aces i want those aces anyways i didn't have any thank you 
"
edc6f3e9-02ac-4559-a224-596d5a3a5cae, I want to.," one two 
"
7244277b-d126-4e5e-b8a6-0c81e6b63654, You're joking.," you're joking 
"
3ee79d6a-9d66-4570-98f5-189d54f5f9ee," One, three."," one three 
"
9ce127c9-987c-4687-8d4f-6dd4cc8b4950, Bullshit," bullshit 
"
ff69140d-b2e5-43d3-9eab-830abbb8b9d7, It's smart!," what 
"
4e304925-33e8-43a7-8a6c-e3355ca0e934, I don't have a three.," i don't have a three 
"
517796fe-14d6-4840-be79-f6ef203abaf5," Do you have a three? Because I have no damn walk-navining, he has all of them."," do you have a three cuz i know damn well i don't have any and he has all of them 
"
ebc772b5-6c85-48d2-ae43-e0b190536350, Thank you. We'll see you in the next one.," your play 
"
f6adb94d-c326-4b2a-9181-2ec156aff8fb, Two sexes.," two sixes 
"
124677db-46b6-4794-916a-f00f9997a2a9, I'm really sure it won't do last year.," i really should organize these 
"
a796f9d5-8783-4c04-b651-c6f21eeaea64, Bye!," one 
"
3a71d952-6568-4d25-836e-02b84a56e30e," Ooh, I forgot. I'm sorry, I thought I'd jump the gun."," whoo i forgot sorry i i totally jumped the gun 
"
bb4019e3-58c3-4aab-99a7-7a07eebe9125, two rates.," two eight 
"
b99b0bb8-4675-46f5-9a14-8731277bf825, Bullshit!," bullshit 
"
bb2ca327-468b-41db-bca7-03b0f4e95c99, Yes.," yep 
"
987afff9-c300-40a0-b598-3424cf58ab4c, What?!," what 
"
c2c51419-2306-4a99-babd-99fc832b7fe5, Now.," got them 
"
d35b9de9-b5e9-4310-81b4-f74b38802eff, Align.," nine 
"
c3d59ee9-a763-4d3e-b7d1-9ffab192c3a4, more channel.," one ten 
"
73d30211-f114-4a3b-b70a-ef6feeb2e58c, GIO," oh my god one jack 
"
4b0cf735-3abe-462d-b45e-ee71db3668a8, That's so freaking difficult. Two points.," this is so freaking difficult two queens 
"
e8cb055e-584b-4aeb-be54-c79977965c2e, Shake!," kings 
"
e725caee-9c94-477a-85f2-67ab02fd7184, Thanks.," one ace 
"
e746a987-9f67-4c16-9730-2ad3fc965f18, One Ace.," one ace 
"
0c787421-4028-4e37-9f16-e456684b6364, One Ace? Bullshit! Pick that up! Bullshit! Pick that up!," one ace bullshit pick that up bullshit pick that up 
"
9082bee3-5303-455f-9cee-b890b7ee82e4, I'm gonna bounce her and pick that out of her!," the fuck 
"
2084910c-2fd9-4147-9edf-0c5c10966143, Mm-hmm. Aww...," three twos 
"
4fe6db99-e7af-4241-9452-a2ecb0ab1b92, Thank you.," damn one three 
"
3f23bd4a-e920-4233-8ed0-028cc190aaed, Are you sure? I'm kidding.," are you sure i'm kidding 
"
03534bfd-79ed-4471-a1ec-010eb0b42223," Oh my god. Look at that new one. Yeah! Look at that. Look at that. One, four. Oh shit, pick that item! That's so big! Hooto!"," oh my god because i knew one four fuck shit pick that up no hold on 
"
8858b12c-125c-48bb-a4d0-750d6c9dad18, So new! Damn! You're a chin!," do her like that damn give her a chance 
"
4a0135dd-22fc-4693-bcd4-3bedd4dc1f55, There's tard coming out because I've been winning," are you targeting me now cuz i've been winning 
"
4072e8de-7843-4a02-bf05-0c64852c7d82, Yes!," two fours yes 
"
b5f4268e-f0c7-4afb-bfc9-1ed9853cdf11, TheA Canet Library," the fuck 
"
ca5b9175-03f3-44cb-a151-c91d9b248fc0, You said too far.," you said two fives 
"
456b46bb-04b0-49a1-908e-125a23254fbf," Yes, call that bullshit. I dare you pick up"," yes call that bullshit i dare you pick up 
"
99191d07-d4cc-432c-a7e4-c9bc4a74d47b, Bye!," hmm 
"
cf92a081-9f8f-451a-a84a-0f43077fb4ad," Wake up, absolutely."," now six call you 
"
e30baff5-5d9d-4a16-8be1-1f3ae88473d3,el towth you," three sevens 
"
6d49c2da-05a2-4d6b-b56f-ba9da7800b3c," Three sevens? Okay, I believe that."," three sevens okay i believe that um 
"
d9c2fc86-aace-4912-8a96-b38543ac209b, Get rid of this tool.," let's get rid of this three three eights 
"
51c8c1d9-9aa9-4865-bd40-41f29184d8d7, Happen Aquawrax," one nine 
"
053c9f51-5003-4f7c-9de2-13ecc36c2dc2, Two turns? That's a lot of cards. Two turns.," two tens that's a lot of cards two jacks 
"
b8e3a520-922f-4a81-a7af-1aff908788aa, TO COE Robbins.," two queens 
"
